ID,Common name,Stability,Activated formula unit_x,Metal,Nmetal,M_AtomicRadii,M_Electronegativity,M_Valency,M_Affinity,M_Ionization,Activated formula unit_y,Linker,NLinker,L_acid-pKa,L_afpBr1_C3_C3,L_afpC2_C2_C2,L_afpC2_C2_C3,L_afpC2_C3_C3,L_afpC2_C3_N2,L_afpC3_C3_C3,L_afpC3_C3_C4,L_afpC3_C3_Cl1,L_afpC3_C3_F1,L_afpC3_C3_H1,L_afpC3_C3_N2,L_afpC3_C3_N3,L_afpC3_C3_O1,L_afpC3_C3_O2,L_afpC3_C3_P4,L_afpC3_C3_S2,L_afpC3_C4_C3,L_afpC3_C4_C4,L_afpC3_C4_F1,L_afpC3_C4_H1,L_afpC3_C4_N2,L_afpC3_C4_N3,L_afpC3_C4_O2,L_afpC3_C4_P4,L_afpC3_N2_C3,L_afpC3_N2_C4,L_afpC3_N2_N2,L_afpC3_N2_N3,L_afpC3_N3_C3,L_afpC3_N3_C4,L_afpC3_N3_H1,L_afpC3_N3_N2,L_afpC3_N3_N3,L_afpC3_N3_O1,L_afpC3_N3_O2,L_afpC3_O2_C3,L_afpC3_O2_C4,L_afpC3_O2_H1,L_afpC3_P4_O1,L_afpC3_P4_O2,L_afpC3_S2_C3,L_afpC3_S2_H1,L_afpC4_C3_C4,L_afpC4_C3_H1,L_afpC4_C3_N2,L_afpC4_C3_N3,L_afpC4_C3_O1,L_afpC4_C3_O2,L_afpC4_C4_C4,L_afpC4_C4_F1,L_afpC4_C4_H1,L_afpC4_C4_N2,L_afpC4_C4_N3,L_afpC4_C4_O2,L_afpC4_N2_C4,L_afpC4_N2_N2,L_afpC4_N3_C4,L_afpC4_N3_H1,L_afpC4_O2_C4,L_afpC4_O2_H1,L_afpC4_O2_P4,L_afpC4_P4_H1,L_afpC4_P4_O1,L_afpC4_P4_O2,L_afpF1_C4_F1,L_afpF1_C4_O2,L_afpF1_Si4_F1,L_afpH1_C3_N2,L_afpH1_C3_N3,L_afpH1_C3_O1,L_afpH1_C3_O2,L_afpH1_C4_H1,L_afpH1_C4_N2,L_afpH1_C4_N3,L_afpH1_C4_O2,L_afpH1_C4_P4,L_afpH1_N3_H1,L_afpH1_N3_N2,L_afpH1_N3_N3,L_afpH1_O2_N3,L_afpH1_O2_P3,L_afpH1_O2_P4,L_afpH1_P4_O1,L_afpH1_P4_O2,L_afpN2_C3_N2,L_afpN2_C3_N3,L_afpN2_C4_N2,L_afpN2_N2_N3,L_afpN2_N3_N2,L_afpN3_C3_O1,L_afpN3_O2_P4,L_afpO1_C3_O1,L_afpO1_C3_O2,L_afpO1_N3_O2,L_afpO1_P3_O2,L_afpO1_P4_O2,L_afpO2_P3_O2,L_afpO2_P4_O2,L_afpP4_C4_P4,L_efpfam_acrylate,L_efpfam_ketone,L_efpfam_polyamides,L_efpfam_polyanhydrides,L_efpfam_single,L_efpnorm_mol_wt,L_efpnumatoms_none_H,L_efpring,L_mfpChi0n,L_mfpChi0v,L_mfpChi1n,L_mfpChi1v,L_mfpChi2n,L_mfpChi2v,L_mfpHallKierAlpha,L_mfpMQNs13,L_mfpMQNs14,L_mfpMQNs15,L_mfpMQNs16,L_mfpMQNs17,L_mfpMQNs19,L_mfpMQNs20,L_mfpMQNs21,L_mfpMQNs24,L_mfpMQNs25,L_mfpMQNs26,L_mfpMQNs27,L_mfpMQNs28,L_mfpMQNs29,L_mfpMQNs30,L_mfpMQNs31,L_mfpMQNs32,L_mfpMQNs35,L_mfpMQNs36,L_mfpMQNs40,L_mfpMQNs41,L_mfpMQNs42,L_mfpNumAliphaticRings,L_mfpNumAromaticRings,L_mfptpsa,L_linkermetalratio,L_no,L_noh,L_nh2o
23,NOTT-300(300),3,Al2(OH)2(H4L),['Al'],['2'],1.25,1.61,3,0.43283,5.9858,Al2(OH)2(H4L),"['H4L', 'OH']","[1.0, 2.0]",3.17,0,0,0,0,0,0.705882353,0,0,0,0.352941176,0,0,0.117647059,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0,0,0,0,0,1,0,0,0,0,0.809431373,0.705882353,0.5,0.625470186,0.331352539,0.309293715,0.173029211,0.122053821,0.122053821,0.108235294,0.558823529,0.117647059,0,0.176470588,0.176470588,0.147058824,0.470588235,0.235294118,0,0,0.117647059,0.117647059,0.117647059,0,0,0.352941176,0,0,0.058823529,0,0,0,0,0.058823529,1.097058824,0.5,0,1,0
24,PCMOF-5(306),3,La(H5L5)(H2O)4,['La'],['1'],1.95,1.1,3,0.47,5.5769,La(H5L5)(H2O)4,"['L5', 'H2O']","[1.0, 4.0]",1.13,0,0,0,0,0,0.136363636,0.181818182,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.181818182,0,0,0,0,0,0,0,0.090909091,0,0,0,0.181818182,0,0,0,0,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0.090909091,0,0,0,0,0,0,0.860109848,0.590909091,0.230769231,0.674723497,0.346944151,0.314802358,0.267180733,0.095161043,0.205937675,0.004090909,0.772727273,0.090909091,0,0.068181818,0.068181818,0.363636364,0.545454545,0.272727273,0,0,0.090909091,0.181818182,0,0.181818182,0,0.136363636,0,0,0.022727273,0,0,0,0,0.022727273,1.3075,1,0,0,4
25,SNU-80(82),3,Cu4(Me3CCOO)8(TEIA),['Cu'],['4'],1.35,1.9,2,1.23578,7.7264,Cu4(Me3CCOO)8(TEIA),"['TEIA', 'Me3CCOO']","[1.0, 8.0]",5.174444444,0,0,0,0,0,0.02259887,0.007532957,0,0,0.037664783,0.003766478,0.011299435,0,0,0,0,0,0.171928658,0,0.007532957,0,0,0,0,0.003766478,0,0,0,0.011299435,0,0,0,0,0,0,0,0,0.052287582,0,0,0,0,0,0,0.003766478,0.003766478,0.052287582,0.052287582,0.173811898,0,0.512019497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003766478,0.003766478,0,0,0.491303866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003766478,0,0,0,0,0,0,0.052287582,0,0,0,0,0,0,0.888888889,0,0,0,0,0.509140255,0.424393486,0.096774194,0.777810669,0.202204155,0.373091785,0.090086003,0.066602203,0.066602203,0.033625789,0.852110336,0.052287582,0,0.032015066,0.020715631,0.015065913,0.216683283,0.11210812,0,0,0.052287582,0.052287582,0.052287582,0.216683283,0.003766478,0.037664783,0.009416196,0.003766478,0.007532957,0,0.009416196,0.011299435,0.003766478,0.007532957,0.50436136,2.25,0,0,0
26,CALF-25(60),2,BaH2L,['Ba'],['1'],2.15,0.89,2,0.14462,5.2117,BaH2L,['H2L'],[1.0],1.35,0,0,0,0,0,0.4,0,0,0,0.171428571,0,0,0,0,0.114285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057142857,0.114285714,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0.057142857,0,0,0,0,0,0,0.057142857,0,0,0,0,0,0,0,0,0,0,0.228571429,0,0,0.114285714,0,0,0,0,0,0,0.057142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285714,0,0.057142857,0,0,0,0,0,0,0.75522381,0.571428571,0.4,0.695540484,0.31807918,0.346925817,0.226034983,0.102252802,0.19509417,0.021142857,0.714285714,0.057142857,0,0.142857143,0.128571429,0.285714286,0.342857143,0.171428571,0,0,0.057142857,0.114285714,0,0.171428571,0,0.228571429,0,0,0.057142857,0,0.085714286,0.071428571,0,0.057142857,0.664714286,1,0,0,0
27,CAU-10(110),2,Al(OH)(ISO),['Al'],['1'],1.25,1.61,3,0.43283,5.9858,Al(OH)(ISO),"['ISO', 'OH']","[1.0, 1.0]",3.55,0,0,0,0,0,0.555555556,0,0,0,0.444444444,0,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,1,0,0,0,0,0.76912963,0.666666667,0.5,0.646277398,0.312944065,0.312944065,0.156472032,0.101384164,0.101384164,0.102222222,0.555555556,0.111111111,0,0.166666667,0.166666667,0.111111111,0.444444444,0.222222222,0,0,0.111111111,0.111111111,0.111111111,0,0,0.333333333,0,0,0.055555556,0,0,0,0,0.055555556,1.036111111,1,0,1,0
28,DUT-51(Hf)(55),2,Hf6O6(OH)2(DTTDC)4,['Hf'],['6'],1.55,1.3,4,0.17,6.8251,Hf6O6(OH)2(DTTDC)4,"['DTTDC', 'OH', 'O']","[4.0, 2.0, 6.0]",3,0,0,0,0,0,0.380952381,0,0,0,0.19047619,0,0,0.095238095,0.095238095,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,1,0,0,0,0,1.128329365,0.80952381,0.647058824,0.564654192,0.49082037,0.290844668,0.3209872,0.147897431,0.293700392,0.068571429,0.380952381,0.095238095,0,0.333333333,0.285714286,0.095238095,0.380952381,0.19047619,0,0,0.095238095,0.095238095,0.095238095,0,0.142857143,0.380952381,0,0.142857143,0,0,0.19047619,0.095238095,0,0.142857143,0.888095238,0.666666667,1,0.333333333,0
29,DUT-51(Zr)(55),2,Zr6O6(OH)2(DTTDC)4,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O6(OH)2(DTTDC)4,"['DTTDC', 'OH', 'O']","[4.0, 2.0, 6.0]",3,0,0,0,0,0,0.380952381,0,0,0,0.19047619,0,0,0.095238095,0.095238095,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,1,0,0,0,0,1.128329365,0.80952381,0.647058824,0.564654192,0.49082037,0.290844668,0.3209872,0.147897431,0.293700392,0.068571429,0.380952381,0.095238095,0,0.333333333,0.285714286,0.095238095,0.380952381,0.19047619,0,0,0.095238095,0.095238095,0.095238095,0,0.142857143,0.380952381,0,0.142857143,0,0,0.19047619,0.095238095,0,0.142857143,0.888095238,0.666666667,1,0.333333333,0
30,"DUT-67(Zr)(56, 110)",2,Zr6O6(OH)2(TDC)4,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O6(OH)2(TDC)4,"['TDC', 'OH', 'O']","[4.0, 2.0, 6.0]",2.97,0,0,0,0,0,0.266666667,0,0,0,0.266666667,0,0,0.133333333,0.133333333,0,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,1,0,0,0,0,0.95645,0.733333333,0.454545455,0.60274943,0.390515869,0.286082763,0.219416097,0.105681688,0.17372307,0.090666667,0.533333333,0.133333333,0,0.2,0.133333333,0.133333333,0.533333333,0.266666667,0,0,0.133333333,0.133333333,0.133333333,0,0.066666667,0.266666667,0,0.066666667,0,0,0,0,0,0.066666667,1.243333333,0.666666667,1,0.333333333,0
31,FMOF-1(92),2,Ag(TZ),['Ag'],['1'],1.6,1.93,1,1.30447,7.5762,Ag(TZ),['TZ'],[1.0],1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.176470588,0,0.117647059,0,0,0,0,0.058823529,0.058823529,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0.117647059,0,0.058823529,0.058823529,0,0.176470588,0,0.117647059,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0.058823529,0,0,0,0,0,0.058823529,0,0,0,0,0,0,1,0,0,0,0,1.220931373,0.941176471,0.3125,0.466230836,0.407407306,0.223224541,0.199209935,0.152388201,0.152388201,0.098823529,0.647058824,0.058823529,0,0.176470588,0.117647059,0.058823529,0.411764706,0.294117647,0,0,0.411764706,0.058823529,0.058823529,0.117647059,0.176470588,0.058823529,0.058823529,0.058823529,0,0,0,0,0.058823529,0,1.093823529,1,0,0,0
32,"MIL-100(Al)(37, 299)",2,"Al3OX(H2O)2(BTC)2, XÃ¥Ã=Ã¥ÃF,Ã¥ÃOH",['Al'],['3'],1.25,1.61,3,0.43283,5.9858,"Al3OX(H2O)2(BTC)2, XÃ¥Ã=Ã¥ÃF,Ã¥ÃOH","['BTC', 'O', 'F', 'H2O']","[2.0, 1.0, 1.0, 2]",3.15,0,0,0,0,0,0.380952381,0,0,0,0.19047619,0,0,0.095238095,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0.833789683,0.642857143,0.266666667,0.640755658,0.283612801,0.259803277,0.110309361,0.07499595,0.07499595,0.086904762,0.547619048,0.095238095,0,0.095238095,0.095238095,0.095238095,0.380952381,0.19047619,0,0,0.261904762,0.095238095,0.095238095,0,0,0.19047619,0,0,0.031746032,0,0,0,0,0.031746032,0.888095238,1,0.333333333,0,0.666666667
33,"MIL-100(Fe)(28, 37, 41, 42, 44)",2,"Fe3OX(H2O)2(BTC)2, XÃ¥Ã=Ã¥ÃF,Ã¥ÃOH",['Fe'],['3'],1.4,1.83,3,0.153236,7.9024,"Fe3OX(H2O)2(BTC)2, XÃ¥Ã=Ã¥ÃF,Ã¥ÃOH","['BTC', 'O', 'F', 'H2O']","[2.0, 1.0, 1.0, 2]",3.15,0,0,0,0,0,0.380952381,0,0,0,0.19047619,0,0,0.095238095,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0.833789683,0.642857143,0.266666667,0.640755658,0.283612801,0.259803277,0.110309361,0.07499595,0.07499595,0.086904762,0.547619048,0.095238095,0,0.095238095,0.095238095,0.095238095,0.380952381,0.19047619,0,0,0.261904762,0.095238095,0.095238095,0,0,0.19047619,0,0,0.031746032,0,0,0,0,0.031746032,0.888095238,1,0.333333333,0,0.666666667
34,"MIL-101-NH2(Cr)(51, 52)",2,Cr3F(H2O)2O(BDC-NH2)3,['Cr'],['3'],1.4,1.66,3,0.675,6.7665,Cr3F(H2O)2O(BDC-NH2)3,"['BDCNH2', 'O', 'F', 'H2O']","[3.0, 1.0, 1.0, 2]",3.815,0,0,0,0,0,0.375,0,0,0,0.225,0,0.075,0.075,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0.75,0,0,0,0.25,0.774480208,0.6125,0.346153846,0.662753313,0.275253313,0.281659077,0.114003877,0.076819566,0.076819566,0.08525,0.575,0.075,0,0.1125,0.1125,0.1125,0.3375,0.1875,0,0,0.2,0.075,0.1125,0,0,0.225,0,0,0.0375,0,0,0,0,0.0375,0.9433125,1.333333333,0.333333333,0,0.666666667
35,MIL-125-NH2(Ti)(46-48),2,Ti8O8(OH)4(BDC-NH2)6,['Ti'],['8'],1.4,1.54,4,0.084,6.8281,Ti8O8(OH)4(BDC-NH2)6,"['BDCNH2', 'O', 'OH']","[6.0, 8.0, 4.0]",4.03,0,0,0,0,0,0.5,0,0,0,0.3,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0.754779167,0.65,0.461538462,0.654010338,0.304010338,0.312551358,0.152005169,0.102426088,0.102426088,0.102,0.6,0.1,0,0.15,0.15,0.15,0.45,0.25,0,0,0.1,0.1,0.15,0,0,0.3,0,0,0.05,0,0,0,0,0.05,1.25775,0.75,1,0.5,0
36,MIL-127(42),2,"Fe6O2(TAZB)3X2, XÃ¥Ã=Ã¥ÃCl,Ã¥ÃOH",['Fe'],['6'],1.4,1.83,3,0.153236,7.9024,"Fe6O2(TAZB)3X2, XÃ¥Ã=Ã¥ÃCl,Ã¥ÃOH","['TAZB', 'O', 'OH']","[3.0, 2.0, 2.0]",4.35,0,0,0,0,0,0.5,0,0,0,0.5,0,0.125,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.0625,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,1,0,0,0,0,0.709010417,0.625,0.6,0.672731886,0.297731886,0.333582311,0.155115943,0.100691517,0.100691517,0.094375,0.59375,0.0625,0,0.1875,0.1875,0.15625,0.3125,0.1875,0,0,0.0625,0.0625,0.125,0,0,0.375,0,0,0.0625,0,0,0,0,0.0625,0.77078125,0.5,0.333333333,0.333333333,0
37,"MIL-53(Al)(62, 268, 307)",2,Al(OH)(BDC),['Al'],['1'],1.25,1.61,3,0.43283,5.9858,Al(OH)(BDC),"['BDC', 'OH']","[1.0, 1.0]",3.32,0,0,0,0,0,0.555555556,0,0,0,0.444444444,0,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,1,0,0,0,0,0.76912963,0.666666667,0.5,0.646277398,0.312944065,0.312944065,0.156472032,0.101384164,0.101384164,0.102222222,0.555555556,0.111111111,0,0.166666667,0.166666667,0.111111111,0.444444444,0.222222222,0,0,0.111111111,0.111111111,0.111111111,0,0,0.333333333,0,0,0.055555556,0,0,0,0,0.055555556,1.036111111,1,0,1,0
38,MIL-53(Cr)(268),2,Cr(OH)BDC,['Cr'],['1'],1.4,1.66,3,0.675,6.7665,Cr(OH)BDC,"['BDC', 'OH']","[1.0, 1.0]",3.32,0,0,0,0,0,0.555555556,0,0,0,0.444444444,0,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,1,0,0,0,0,0.76912963,0.666666667,0.5,0.646277398,0.312944065,0.312944065,0.156472032,0.101384164,0.101384164,0.102222222,0.555555556,0.111111111,0,0.166666667,0.166666667,0.111111111,0.444444444,0.222222222,0,0,0.111111111,0.111111111,0.111111111,0,0,0.333333333,0,0,0.055555556,0,0,0,0,0.055555556,1.036111111,1,0,1,0
39,MOF-525(265),2,Zr6O4(OH)4(TCPP-H2)3,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O4(OH)4(TCPP-H2)3,"['TCPP', 'OH', 'O']","[3.0, 4.0, 4.0]",3.36,0,0,0,0,0,0.711111111,0,0,0,0.555555556,0.088888889,0.111111111,0.044444444,0.044444444,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.044444444,0,0.022222222,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,1,0,0,0,0,0.732211111,0.666666667,0.8,0.656164897,0.322831563,0.344174012,0.182171715,0.131479017,0.131479017,0.096,0.466666667,0.044444444,0,0.3,0.277777778,0.088888889,0.222222222,0.133333333,0,0,0.044444444,0.044444444,0.044444444,0,0.022222222,0.511111111,0,0.044444444,0.044444444,0.011111111,0.133333333,0.088888889,0.022222222,0.077777778,0.543611111,0.5,0.666666667,0.666666667,0
40,MOF-545(265),2,Zr6O8(H2O)8(TCPP-H2)2,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O8(H2O)8(TCPP-H2)2,"['TCPP', 'H2O', 'O']","[2.0, 8.0, 8.0]",3.36,0,0,0,0,0,0.711111111,0,0,0,0.555555556,0.088888889,0.111111111,0.044444444,0.044444444,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0.044444444,0,0.022222222,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,1,0,0,0,0,0.732211111,0.666666667,0.8,0.656164897,0.322831563,0.344174012,0.182171715,0.131479017,0.131479017,0.096,0.466666667,0.044444444,0,0.3,0.277777778,0.088888889,0.222222222,0.133333333,0,0,0.044444444,0.044444444,0.044444444,0,0.022222222,0.511111111,0,0.044444444,0.044444444,0.011111111,0.133333333,0.088888889,0.022222222,0.077777778,0.543611111,0.333333333,1.333333333,0,1.333333333
41,MOF-801-P(110),2,Zr6O4(OH)4(FUM)6,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O4(OH)4(FUM)6,"['FUM', 'OH', 'O']","[6.0, 4.0, 4.0]",3.35,0,0,0,0,0,0.166666667,0,0,0,0.333333333,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,1,0,0,0,0,0.806055556,0.666666667,0,0.636082763,0.30274943,0.281916097,0.130541382,0.068742913,0.068742913,0.11,0.666666667,0.25,0,0,0,0.166666667,0.666666667,0.333333333,0,0,0.166666667,0.166666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,1.554166667,1,0.666666667,0.666666667,0
42,MOF-801-SC(110),2,Zr6O4(OH)4(FUM)6,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O4(OH)4(FUM)6,"['FUM', 'OH', 'O']","[6.0, 4.0, 4.0]",3.35,0,0,0,0,0,0.166666667,0,0,0,0.333333333,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,1,0,0,0,0,0.806055556,0.666666667,0,0.636082763,0.30274943,0.281916097,0.130541382,0.068742913,0.068742913,0.11,0.666666667,0.25,0,0,0,0.166666667,0.666666667,0.333333333,0,0,0.166666667,0.166666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,1.554166667,1,0.666666667,0.666666667,0
43,MOF-802(110),2,Zr6O4(OH)4(PZDC4)5(HCOO)2(H2O)2,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O4(OH)4(PZDC4)5(HCOO)2(H2O)2,"['PZDC', 'cooh', 'OH', 'O', 'H2O']","[5.0, 2.0, 4.0, 4, 2.0]",3.348571429,0,0,0,0,0,0.142857143,0,0,0,0.095238095,0.095238095,0.095238095,0.095238095,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0.047619048,0.047619048,0,0,0,0,0,0.152380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057142857,0.057142857,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152380952,0,0,0,0,0,0,1,0,0,0,0,0.838599206,0.695238095,0.324675325,0.61939125,0.314629345,0.276534107,0.140648006,0.080815645,0.080815645,0.118380952,0.552380952,0.152380952,0,0.142857143,0.095238095,0.095238095,0.704761905,0.4,0,0,0.152380952,0.152380952,0.152380952,0,0.047619048,0.19047619,0,0.047619048,0,0,0,0,0,0.047619048,1.762380952,1.166666667,0.666666667,0.666666667,0.333333333
44,MOF-804(110),2,Zr6O4(OH)4(BDC-(OH)2)6,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O4(OH)4(BDC-(OH)2)6,"['BDCOH2', 'OH', 'O']","[6.0, 4.0, 4.0]",1.8,0,0,0,0,0,0.5,0,0,0,0.2,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0.825541667,0.7,0.428571429,0.622474487,0.322474487,0.292886902,0.161237244,0.111658162,0.111658162,0.112,0.6,0.1,0,0.15,0.15,0.2,0.6,0.3,0,0,0.1,0.2,0.1,0,0,0.3,0,0,0.05,0,0,0,0,0.05,1.43825,1,0.666666667,0.666666667,0
